@relation aux
@attribute Age numeric
@attribute Civil numeric
@attribute Can.US numeric
@attribute class {'minority','majority'}
@data
57.40429,19.796997,9.789045,'majority'
58.26766,9.38932,10.554342,'majority'
37.36888,20.15233,13.090059,'minority'
33.64286,13.737086,9.085999,'majority'
57.58443,34.246469,13.149632,'minority'
49.36988,20.438192,4.366746,'majority'
26.60781,3.304825,9.332782,'minority'
39.13576,4.410341,9.979156,'majority'
56.58813,0.033627,12.431443,'minority'
22.71495,15.053285,6.962029,'majority'
72.01945,18.244503,12.795613,'minority'
55.09303,18.24029,10.807555,'minority'
40.4344,15.852483,9.039247,'majority'
39.47132,13.179924,8.206098,'minority'
56.97327,2.213729,12.060542,'majority'
73.59171,19.029592,14.631794,'minority'
53.42725,19.764231,9.301208,'minority'
57.73882,24.326973,5.179887,'majority'
31.27193,17.183513,13.953832,'majority'
52.0585,25.095987,12.020232,'majority'
36.06383,29.076354,8.447875,'majority'
20.94208,13.516679,8.350689,'minority'
58.52223,5.572546,-0.198571,'minority'
57.45603,15.965171,10.067832,'majority'
68.67816,13.322753,11.173697,'minority'
66.86017,21.102527,5.117969,'minority'
37.49043,22.356733,19.043694,'majority'
51.92139,26.058707,8.400365,'majority'
64.56905,14.427736,12.468515,'minority'
38.54049,18.607198,8.7602,'majority'
32.70213,25.805397,5.956098,'majority'
25.99852,13.633255,14.332349,'majority'
30.20206,18.744408,2.598903,'minority'
44.88823,33.233419,11.440291,'majority'
57.06109,17.350516,13.773524,'majority'
15.86054,24.74145,10.253713,'minority'
14.59378,19.606582,13.508321,'minority'
24.97145,27.16306,8.796217,'majority'
54.75207,19.965172,12.34767,'majority'
40.63655,21.438715,6.075578,'majority'
33.47988,24.747309,8.702077,'majority'
36.84898,24.451818,15.743256,'minority'
68.45495,23.698838,11.70078,'minority'
43.99802,14.741875,9.813144,'majority'
48.33349,18.296032,4.014252,'majority'
73.46975,16.451233,0.063626,'minority'
61.18388,25.490215,13.719894,'minority'
42.74048,13.944484,16.735732,'majority'
69.81591,9.191799,8.071391,'minority'
35.02095,10.4272,4.162089,'minority'
54.96703,27.870696,14.199501,'majority'
17.03166,17.764952,13.457103,'majority'
35.15934,10.339047,15.783033,'majority'
29.86491,17.612745,6.542536,'minority'
42.79072,13.757435,12.76602,'minority'
39.19161,25.278125,14.176529,'majority'
67.73278,9.137966,12.63402,'majority'
26.82306,18.979148,7.379027,'majority'
39.63947,25.514183,7.202769,'majority'
10.62196,10.855212,15.374572,'majority'
35.26001,13.273672,12.506094,'majority'
14.71085,15.622557,6.427325,'minority'
30.57894,11.933507,15.811515,'minority'
21.75969,24.994304,10.265723,'majority'
63.78023,30.097235,7.823214,'majority'
29.49357,22.671008,19.52048,'minority'
59.30752,23.122277,14.869448,'minority'
47.95069,18.56074,9.493977,'majority'
53.60632,23.383557,7.122896,'minority'
64.2977,21.679677,23.607478,'minority'
21.9379,10.068401,4.485049,'majority'
41.47729,25.851733,5.045279,'majority'
22.07041,25.864494,6.952102,'minority'
45.2888,28.256272,14.395323,'majority'
33.41504,28.467498,11.32284,'majority'
35.20143,15.798075,8.108137,'minority'
25.13427,24.758504,16.836195,'majority'
33.66937,15.672263,7.693838,'minority'
18.19288,22.552004,12.168058,'majority'
23.23419,17.09841,6.87422,'majority'
26.11372,19.21571,12.709115,'minority'
37.271914,12.355196,10.343516,'minority'
48.833675,20.179071,14.998396,'majority'
45.178605,23.722278,11.215416,'majority'
30.879824,18.360295,7.230971,'majority'
31.883632,11.048569,0.106179,'majority'
20.031321,14.665571,4.75855,'minority'
28.516034,6.67067,12.382936,'minority'
7.849356,16.575231,7.099829,'majority'
48.635137,18.86398,8.713603,'minority'
35.058208,7.472499,11.458139,'majority'
52.903297,13.926716,15.564828,'majority'
40.187666,24.50923,9.85655,'majority'
34.462513,17.324494,13.514628,'minority'
45.682097,13.048255,14.50915,'minority'
36.776668,28.071103,17.544662,'minority'
81.738612,15.159034,11.164096,'minority'
32.408897,5.503885,6.758041,'majority'
23.927552,19.756329,9.813748,'minority'
24.24431,20.976456,14.0232,'minority'
37.740391,15.283989,10.508848,'majority'
46.471396,24.022468,9.260282,'majority'
38.786975,21.597617,11.849264,'majority'
32.375234,24.733146,7.436041,'majority'
36.402065,9.601467,1.024006,'minority'
2.781559,27.342671,8.664592,'minority'
53.389737,29.7901,7.397084,'majority'
51.508204,23.144729,10.651702,'minority'
19.73633,25.375996,12.412215,'majority'
32.048398,18.141338,18.387271,'majority'
42.330821,13.811913,10.011058,'minority'
26.181562,8.322321,10.270813,'majority'
33.106243,24.344263,3.519542,'majority'
17.166777,12.561704,7.154339,'minority'
41.136183,21.496613,6.437047,'majority'
22.617797,14.00273,2.289697,'majority'
10.453229,25.00543,6.968811,'majority'
14.359596,14.137373,8.805084,'minority'
47.207012,21.846175,9.8631,'majority'
36.421533,12.591415,9.547345,'majority'
40.273931,11.574193,1.898186,'minority'
50.434807,31.77961,10.554735,'majority'
57.012696,14.810329,5.437193,'majority'
20.729114,-6.551535,10.343731,'minority'
25.254243,9.619071,6.215144,'majority'
19.220494,31.119313,8.978492,'majority'
37.180585,16.692131,9.894955,'majority'
29.661322,29.022392,11.509291,'majority'
28.989369,10.845743,9.910324,'majority'
26.342052,22.865827,6.389575,'majority'
17.421113,21.342701,4.898223,'minority'
15.141715,15.792802,5.798444,'majority'
31.327845,15.040897,0.82083,'majority'
15.612039,24.40004,15.850666,'majority'
20.718445,17.011343,10.46247,'minority'
30.781251,14.905357,9.783577,'majority'
26.288553,17.112599,9.942269,'majority'
55.244312,32.470686,4.624202,'majority'
32.523192,15.495526,9.259121,'minority'
41.937184,17.477839,10.996501,'minority'
14.778219,26.812397,10.853618,'minority'
81.143751,10.450827,4.107457,'majority'
16.99602,15.589906,14.677636,'majority'
44.010807,18.369352,7.786181,'majority'
48.068279,17.554233,1.852222,'minority'
65.168531,14.108963,4.604181,'majority'
8.230096,19.555951,6.577678,'minority'
53.264162,19.588913,4.900669,'majority'
43.343457,21.70747,-1.10768,'majority'
26.872634,7.522986,3.388838,'majority'
8.008613,18.52744,6.463531,'minority'
41.131608,13.973369,7.421838,'majority'
56.196323,19.037359,7.433252,'majority'
46.34432,19.75826,6.595304,'minority'
20.495674,6.606379,13.499728,'majority'
12.6059,21.032517,3.828799,'minority'
23.40176,14.796369,5.652578,'majority'
28.406811,28.162726,10.034409,'majority'
32.234472,20.514183,9.324441,'majority'
27.53619,15.781687,10.010704,'majority'
33.795622,19.325039,5.725131,'minority'
20.401026,15.484136,1.765707,'minority'
13.52761,11.205113,7.319614,'minority'
48.705918,30.597572,7.007359,'majority'
21.729074,17.123554,6.809877,'majority'
30.316624,19.014392,12.682716,'minority'
23.143805,19.886002,14.478161,'minority'
28.552691,17.055043,15.053004,'minority'
28.857855,17.737749,15.577062,'minority'
23.05872,17.502759,5.832725,'minority'
24.321958,25.347351,11.824276,'minority'
50.760444,23.973703,21.560941,'minority'
31.68107,11.848732,14.205821,'majority'
38.549963,15.482329,8.321126,'minority'
40.878665,25.320995,12.895557,'minority'
21.227552,18.19259,15.04966,'minority'
47.981402,19.835974,4.244095,'minority'
20.534597,18.82023,15.156358,'minority'
18.13491,10.038235,11.50956,'minority'
38.805142,10.549171,11.522181,'minority'
24.293428,11.449931,15.89608,'majority'
21.756119,21.631005,16.071068,'minority'
46.558183,22.967455,14.298348,'minority'
40.518734,12.872973,17.759177,'majority'
40.291096,13.832619,8.000045,'majority'
15.369621,15.334091,20.003747,'majority'
50.749284,36.496007,13.505288,'majority'
21.479978,25.571902,23.073046,'minority'
28.77201,12.208064,15.949062,'minority'
37.992419,20.847299,13.214513,'minority'
48.35754,16.942116,16.806236,'majority'
36.907837,11.025611,15.890804,'minority'
29.617061,4.260893,12.859119,'minority'
24.90292,25.319178,12.806143,'majority'
6.252184,15.664006,15.26298,'minority'
43.747596,14.539309,8.12045,'minority'
62.957054,23.078198,10.03103,'minority'
32.692446,24.342431,14.672925,'majority'
43.176147,23.694367,16.468207,'minority'
69.943628,23.341769,9.175215,'minority'
11.79551,25.946271,5.75131,'minority'
57.309865,18.769029,13.991402,'minority'
62.088476,19.291739,6.76986,'minority'
80.077646,19.041198,15.561973,'minority'
24.729346,21.632916,15.814632,'minority'
46.947745,18.964122,14.458243,'minority'
47.993623,14.692909,21.830163,'minority'
46.916394,10.871288,11.975587,'minority'
36.770863,24.293276,10.623135,'minority'
50.362341,24.173824,6.678722,'minority'
72.508364,20.007647,23.24216,'minority'
46.691856,24.385696,10.186821,'minority'
34.329871,25.888281,11.078251,'minority'
60.092787,22.69608,16.399653,'majority'
18.066905,28.320692,19.410416,'majority'
36.098346,25.707341,13.092849,'majority'
19.619636,20.306463,11.389328,'majority'
31.575907,24.852094,7.130406,'minority'
33.398342,24.405557,9.096021,'minority'
42.503126,18.440356,9.648396,'minority'
27.601011,16.260844,10.71769,'majority'
31.184786,27.675174,14.113613,'majority'
9.907924,19.122332,11.377942,'minority'
21.438857,21.105285,15.635361,'majority'
45.162948,16.416593,14.196676,'majority'
43.561976,10.625169,10.888432,'majority'
53.100296,7.163495,17.139858,'minority'
47.005648,15.085602,14.060357,'majority'
14.849125,18.178846,7.602255,'majority'
24.444623,14.996108,12.642118,'majority'
23.210208,23.226779,8.095509,'minority'
51.004725,22.635624,4.38777,'majority'
32.292777,19.818012,8.630929,'majority'
30.1875,8.634728,14.155959,'minority'
43.55794,13.824842,14.534912,'minority'
26.141448,32.349267,6.193938,'minority'
44.374481,13.296671,6.556193,'majority'
48.708412,18.425837,13.015749,'minority'
22.404937,19.074666,12.47324,'minority'
37.749565,22.556296,10.638342,'majority'
42.408852,22.945002,7.364225,'minority'
49.892642,21.521909,9.938717,'majority'
31.554059,17.09141,13.084837,'majority'
33.792503,32.813145,16.835688,'majority'
26.850183,30.307467,7.264329,'majority'
46.870051,12.837726,7.473764,'majority'
4.080213,19.219015,12.069004,'majority'
51.142455,15.490255,7.904769,'minority'
77.678125,28.879414,7.770605,'minority'
20.636625,24.316419,10.339823,'minority'
42.143627,14.730411,4.811344,'minority'
46.47834,15.551891,14.674734,'majority'
37.030703,22.512995,8.135019,'minority'
35.707447,10.063827,7.429023,'majority'
46.437924,20.449286,13.850523,'minority'
85.858322,20.623782,7.315509,'minority'
50.511928,22.274727,6.838884,'majority'
52.22681,25.353452,13.820941,'minority'
57.980871,20.854131,13.14621,'majority'
57.566546,11.162565,11.590449,'minority'
50.894983,26.797868,7.454761,'minority'
46.885674,19.974472,13.081607,'majority'
28.840216,13.564701,11.254616,'minority'
26.116515,13.778621,6.549975,'minority'
28.277065,29.069923,9.856071,'majority'
26.007535,23.172163,9.120079,'majority'
39.472298,20.95634,6.851083,'minority'
33.290192,23.259386,3.975237,'majority'
15.395624,16.710892,6.299806,'minority'
19.803397,12.344583,5.344725,'majority'
53.978993,21.401491,3.70582,'majority'
28.676788,13.93993,3.366199,'minority'
46.576452,28.025206,5.190497,'minority'
69.092183,16.84203,7.742592,'majority'
47.894652,4.237258,9.133009,'majority'
49.480418,27.526577,15.746112,'minority'
43.077964,19.534696,6.377133,'majority'
8.643756,25.90722,2.630461,'minority'
21.826875,13.059668,3.616454,'majority'
57.804752,23.545725,1.431843,'minority'
16.718029,26.043818,6.644073,'majority'
22.761078,22.615349,11.205382,'minority'
45.368895,21.944914,8.526349,'minority'
48.25427,40.564547,10.360453,'majority'
47.33238,31.249938,3.860171,'minority'
84.703525,17.194439,4.936998,'minority'
60.223531,16.758987,7.540357,'minority'
55.691973,13.829559,10.374818,'majority'
51.342158,10.758385,8.767295,'minority'
36.772588,19.52999,11.279081,'minority'
34.465702,2.600282,10.32145,'minority'
48.107498,10.345289,5.286764,'majority'
76.430567,4.751266,8.918034,'minority'
47.017841,6.435701,11.349636,'majority'
40.211437,9.431995,10.355085,'minority'
44.673874,10.791084,5.531418,'majority'
54.367829,13.312465,11.256288,'minority'
49.815763,22.736599,14.599678,'minority'
46.881953,11.163884,3.240702,'minority'
63.63693,11.455894,13.272912,'minority'
39.103681,22.357067,10.812261,'minority'
65.001092,18.634887,14.82796,'minority'
45.015202,0.974568,8.413189,'minority'
27.367794,22.477701,8.594026,'majority'
48.750773,26.41337,6.519385,'minority'
51.140456,14.790747,5.036542,'minority'
59.925224,30.281328,12.96035,'minority'
54.827582,14.568148,8.597255,'minority'
66.832036,11.10746,13.143178,'minority'
57.267611,13.51344,10.35707,'minority'
63.916617,26.512315,13.04651,'minority'
91.01529,16.372061,6.205781,'minority'
71.783014,13.086625,9.871548,'minority'
47.339579,16.668385,10.998525,'minority'
55.944451,13.003054,9.635616,'minority'
41.417476,28.432871,10.053573,'minority'
79.50669,16.091017,5.222367,'minority'
25.40474,-1.332479,11.026121,'minority'
25.51068,17.781092,14.487546,'minority'
34.16835,18.35343,15.381863,'minority'
42.06627,3.7989,10.921659,'minority'
56.33179,17.207326,11.320701,'minority'
64.17577,22.707736,4.672623,'majority'
63.98087,8.980098,14.068875,'minority'
49.80639,7.070837,8.886838,'majority'
41.29305,8.620027,13.805288,'majority'
46.51127,4.737972,6.190601,'minority'
39.30127,5.332437,7.919877,'majority'
24.12284,23.361139,12.426254,'minority'
32.15423,8.235641,13.268862,'majority'
54.74988,12.295344,16.816519,'minority'
46.05613,18.955627,5.399262,'minority'
38.02341,21.05496,16.008406,'majority'
30.33356,10.820886,6.325553,'minority'
27.56057,15.727948,13.340965,'minority'
39.29874,16.90829,6.145492,'majority'
27.50531,15.261406,5.595743,'majority'
80.0396,24.008048,11.269732,'minority'
27.52593,25.755266,13.221741,'minority'
53.11073,14.787385,8.404519,'minority'
36.11711,18.412659,11.622124,'majority'
45.26459,15.837125,6.684416,'minority'
44.29299,3.890028,8.952935,'minority'
45.60924,-1.090432,13.676153,'majority'
19.64701,28.867608,11.107642,'minority'
47.72814,14.166063,7.619168,'minority'
39.77571,26.590985,7.636194,'minority'
25.86439,16.186528,16.567646,'majority'
40.42724,23.915186,12.960343,'minority'
47.56885,13.624067,11.394157,'minority'
38.20156,4.876962,8.20906,'minority'
59.35678,8.604712,10.620136,'majority'
84.42646,5.537781,9.649232,'minority'
43.80116,20.658433,4.656621,'minority'
30.69227,17.268557,15.133448,'minority'
55.31142,24.960274,20.20534,'majority'
28.65584,18.123056,8.150225,'minority'
32.22153,9.358349,24.965124,'minority'
75.80774,11.024734,11.718487,'minority'
30.24669,22.416147,7.383406,'minority'
30.489,11.595016,9.704635,'majority'
53.62358,17.108696,4.182172,'minority'
46.32198,20.238458,11.05083,'minority'
38.00453,13.870479,8.69096,'minority'
20.20624,22.672665,8.86959,'majority'
47.4416,16.461573,11.225526,'minority'
68.4897,19.448756,12.265374,'minority'
54.27084,21.470372,7.780392,'majority'
58.81157,7.878976,14.137342,'minority'
45.95021,24.854784,8.44017,'majority'
49.82432,6.511613,16.441905,'majority'
61.0352,15.802016,10.683384,'minority'
41.12933,11.09176,13.102517,'minority'
56.47791,17.790883,11.497933,'minority'
57.87399,26.87967,11.841538,'minority'
84.01062,7.67791,11.525486,'minority'
52.27296,16.866282,10.395334,'minority'
43.6455,23.678892,13.10352,'minority'
49.68896,6.727979,9.308858,'minority'
32.30642,25.184073,9.402375,'minority'
55.49794,20.168085,10.792817,'minority'
37.35072,14.405416,17.31055,'minority'
34.84871,19.448015,14.956647,'majority'
73.997,20.968776,7.981257,'minority'
18.6086,6.625587,13.851268,'minority'
91.96176,19.533706,10.960349,'minority'
48.03332,17.39569,6.809072,'majority'
53.20232,10.940897,10.906475,'majority'
25.96213,5.649833,14.775159,'minority'
38.67069,6.134217,3.74418,'minority'
35.78327,11.526934,6.598072,'majority'
34.9384,20.770346,7.823761,'majority'
37.44317,15.425502,13.375052,'minority'
69.60108,21.074965,4.605309,'majority'
52.90733,9.774969,6.460077,'minority'
68.69011,7.497454,9.563415,'majority'
55.09481,3.864962,9.945585,'minority'
67.07683,10.914839,22.025543,'minority'
64.60436,19.969418,3.712579,'minority'
27.63458,27.850504,2.089751,'minority'
66.8052,16.58827,7.368538,'minority'
35.29128,13.443504,1.644822,'minority'
49.67055,18.558896,3.633789,'minority'
55.29035,12.39914,6.822689,'minority'
18.28464,19.716937,9.672767,'majority'
30.74036,10.434613,14.217034,'minority'
48.80313,11.77773,11.870801,'minority'
52.77725,20.861346,10.920631,'majority'
51.22154,26.226847,8.775374,'majority'
77.0692,18.212444,5.154341,'majority'
60.733,12.15695,3.905253,'majority'
38.08039,19.63335,9.301569,'minority'
46.27902,16.4628,5.898183,'minority'
57.39433,25.39589,11.212312,'minority'
