@relation aux
@attribute Age numeric
@attribute Civil numeric
@attribute Can.US numeric
@attribute class {'majority','minority'}
@data
54.833779,24.631784,8.85007,'minority'
51.602999,16.270297,11.25498,'minority'
20.494516,19.481059,14.845255,'majority'
35.369382,15.321262,11.044151,'minority'
41.135187,15.766446,6.889815,'majority'
33.344598,9.735197,5.487614,'minority'
38.34872,20.115872,6.357838,'minority'
15.675535,17.464701,7.321212,'majority'
38.776982,20.935976,7.308879,'minority'
18.21662,14.331752,6.458648,'minority'
15.358114,13.173816,8.850418,'majority'
16.215195,19.380893,11.160728,'majority'
43.953079,17.942959,9.938799,'minority'
38.304936,13.330744,11.006584,'minority'
41.261675,15.82084,6.188173,'majority'
49.060523,24.312413,11.348139,'minority'
45.344062,13.360376,5.195292,'majority'
23.183892,4.557017,6.669782,'majority'
32.249667,19.268983,6.940457,'minority'
29.310326,24.268888,10.334747,'minority'
36.099261,24.154498,8.522466,'minority'
34.582052,24.845964,7.988592,'minority'
31.210795,10.52223,9.085795,'minority'
20.994177,13.4095,9.348687,'minority'
22.210778,16.08816,8.987521,'majority'
12.583828,18.01563,7.820505,'majority'
28.936021,19.73811,5.330771,'minority'
20.81289,14.61795,13.026739,'minority'
29.757647,13.64753,9.817934,'majority'
28.660315,17.93839,10.599387,'majority'
21.921078,22.18827,8.398933,'minority'
50.132516,22.2314,6.113176,'minority'
28.474411,19.94129,6.819776,'majority'
36.040008,16.99114,10.705824,'majority'
20.866193,21.28182,8.035223,'majority'
76.232505,15.6421,5.311985,'minority'
18.580605,18.77649,9.997123,'majority'
44.907433,18.42315,8.886062,'minority'
46.784328,16.46988,5.681144,'minority'
67.571894,17.55808,5.103298,'majority'
8.704497,17.44154,6.202408,'minority'
44.649829,15.6053,5.831302,'minority'
39.719283,21.30711,3.514181,'minority'
37.330994,15.06356,8.725045,'majority'
17.866824,17.27154,8.484355,'majority'
39.548062,17.68086,6.422131,'minority'
53.882763,19.06468,7.153278,'minority'
48.469359,21.15116,5.193397,'majority'
25.766973,13.42207,7.76539,'minority'
21.710604,18.51526,6.5534,'majority'
24.023988,13.54615,7.137236,'minority'
33.435221,22.9502,6.141633,'minority'
40.651805,17.33598,7.536756,'minority'
32.743294,15.74554,8.073536,'minority'
32.043451,22.00321,8.13338,'minority'
21.558333,16.71315,7.214614,'majority'
16.000949,18.64275,7.425348,'minority'
47.144489,19.62611,8.643948,'minority'
19.598941,20.80357,9.238124,'majority'
26.931341,13.48916,6.394956,'majority'
26.303557,21.58301,16.612649,'majority'
27.806433,18.67415,14.759659,'minority'
26.724723,16.63084,10.89221,'majority'
23.083084,16.53434,7.839444,'majority'
15.659776,21.13992,11.336015,'majority'
57.215942,19.44594,18.168903,'majority'
31.207326,13.06569,13.17724,'minority'
35.290038,18.6837,12.222727,'majority'
37.647774,20.88393,13.08259,'majority'
26.73864,22.48441,16.068017,'majority'
44.03865,16.9239,6.441587,'majority'
26.47049,20.30755,14.077052,'majority'
14.95756,15.08539,8.628354,'majority'
40.47998,18.19815,14.483848,'majority'
26.249,17.24918,16.195776,'minority'
21.63563,15.08279,18.707518,'majority'
48.05998,24.5897,16.288108,'majority'
39.6692,15.80799,16.528961,'majority'
31.39014,15.92092,9.586967,'minority'
18.27521,27.34873,18.561808,'minority'
56.10197,25.24742,13.684678,'majority'
30.10235,24.01198,15.647353,'majority'
27.58703,15.89488,15.042252,'majority'
34.99669,17.48383,14.375103,'majority'
49.04764,22.65549,17.097493,'minority'
26.04481,13.64981,11.628624,'majority'
28.94017,5.08754,10.513789,'majority'
27.31692,21.22818,12.043276,'majority'
17.09089,21.72269,14.60494,'minority'
48.89466,17.54515,13.181473,'majority'
57.55454,22.93708,14.332367,'majority'
32.1545,20.69193,15.137548,'minority'
47.51883,20.7884,13.55225,'majority'
66.65787,18.85815,8.831561,'majority'
19.05106,24.58889,13.268216,'majority'
47.04118,16.12172,12.663076,'majority'
61.99243,24.4621,13.609738,'majority'
86.34853,20.73533,12.925048,'majority'
27.29062,16.04529,15.176352,'majority'
50.84285,15.50417,15.476063,'majority'
45.71808,19.69734,18.947167,'majority'
48.34819,21.34822,15.416628,'majority'
29.23575,20.21957,11.875615,'majority'
43.44648,17.74901,11.017209,'majority'
67.43259,23.7543,16.973288,'minority'
40.95911,20.70222,12.657042,'majority'
42.9134,25.17931,10.114287,'majority'
61.86951,19.48501,14.57212,'minority'
20.45784,18.06936,16.040935,'minority'
40.38891,19.49315,13.478068,'minority'
23.95267,15.09525,14.38896,'majority'
25.35936,22.06534,13.687167,'minority'
30.57606,19.80795,8.042242,'minority'
37.05833,21.17084,9.659983,'majority'
29.25999,21.56296,11.896937,'majority'
26.23119,23.18444,16.589092,'minority'
13.297243,20.78253,12.43741,'majority'
22.337966,21.486735,11.688409,'minority'
49.530853,17.136397,13.048287,'minority'
36.300523,15.52495,12.242178,'minority'
55.275693,12.937596,16.314958,'majority'
49.455512,16.831451,13.345296,'minority'
17.011812,17.210302,6.947309,'minority'
22.056709,17.969874,12.631835,'minority'
17.038423,24.457702,12.412916,'majority'
44.921779,20.424878,6.527348,'minority'
30.42713,23.110532,14.39674,'minority'
37.450803,17.135013,13.591915,'minority'
41.281172,8.621967,9.039859,'majority'
27.761614,17.972974,9.729476,'minority'
33.482779,15.670129,10.167232,'minority'
41.166588,18.266383,12.551181,'majority'
31.712202,20.723776,12.305515,'majority'
38.059759,26.330296,11.280215,'majority'
39.572529,18.33369,10.382107,'majority'
52.992523,21.891797,11.862571,'majority'
31.258026,19.883025,10.243847,'minority'
40.205231,23.834766,14.476187,'majority'
24.427702,22.454588,11.873602,'minority'
44.535781,19.933738,9.269058,'minority'
5.157271,26.285801,8.781973,'minority'
45.489666,13.37087,9.201595,'majority'
68.596109,22.060112,9.833374,'majority'
21.734866,15.477264,12.002467,'majority'
37.454074,15.736867,6.997171,'majority'
48.270486,18.65199,9.377552,'majority'
39.196615,23.16866,10.593797,'majority'
44.3598,12.205302,10.141978,'minority'
45.097208,19.530274,12.321717,'majority'
86.15606,18.303634,7.499937,'majority'
58.909863,21.255619,7.006562,'minority'
50.588751,19.152026,14.060567,'majority'
60.722673,20.239711,11.638991,'majority'
48.699192,14.719281,11.464069,'majority'
48.966961,19.403438,9.096143,'majority'
46.376506,18.112076,9.090305,'minority'
34.548407,18.10073,13.169938,'majority'
25.860187,14.218694,10.130497,'majority'
30.430737,22.638182,5.663128,'minority'
26.042544,20.694224,8.868604,'minority'
37.268946,18.540374,7.901016,'minority'
34.252523,17.385999,8.555551,'minority'
10.253819,22.721846,6.816753,'majority'
20.99411,17.007057,8.010941,'minority'
51.50421,15.605598,6.643831,'minority'
23.29286,14.217774,4.934948,'majority'
47.71692,20.429739,9.050897,'minority'
67.51822,20.549761,11.681895,'minority'
45.42082,6.125765,10.059463,'minority'
49.22669,19.413213,15.438226,'majority'
38.14652,20.968269,3.929433,'majority'
14.67662,15.741526,3.624598,'majority'
24.58886,17.257963,4.763597,'minority'
51.07698,25.890407,8.246586,'minority'
16.87198,20.340652,4.650337,'minority'
22.35162,25.533541,8.374491,'majority'
43.17396,20.935755,7.650895,'majority'
49.37667,27.691001,7.417728,'minority'
46.55165,13.875358,7.084541,'majority'
75.68029,14.826716,6.748968,'majority'
53.34956,15.350263,10.582884,'majority'
55.68577,14.655886,9.599982,'minority'
54.17727,11.271969,9.202201,'majority'
45.05247,14.515676,9.863002,'majority'
36.25057,6.786616,10.811434,'majority'
43.2936,8.899102,10.662554,'majority'
79.78133,6.345042,8.888329,'majority'
43.3847,12.346613,10.055146,'majority'
38.9539,8.732718,9.207038,'majority'
38.1985,8.444266,7.608364,'minority'
53.58814,6.039156,8.444729,'majority'
49.89578,24.674631,12.631449,'majority'
46.91539,11.378477,5.983241,'majority'
57.65047,10.171183,9.313752,'minority'
28.28778,19.070934,8.168677,'majority'
68.15006,17.55513,16.56328,'majority'
41.51641,10.432377,6.311687,'majority'
35.05222,11.50035,11.324046,'majority'
52.6591,21.526575,6.733218,'majority'
48.51887,14.134222,7.701408,'majority'
61.18175,23.678039,11.936849,'majority'
66.88859,11.85311,9.378133,'majority'
66.49071,13.768118,15.073683,'majority'
56.72969,9.533373,8.608737,'majority'
67.48396,23.256162,11.878423,'majority'
87.30077,27.327671,8.787278,'majority'
71.78506,6.887334,10.294906,'majority'
51.79159,14.56799,11.234487,'majority'
63.64527,19.252359,8.2347,'majority'
37.4203,17.930142,9.450862,'minority'
77.10145,14.647454,6.467892,'majority'
27.13272,7.078137,11.054741,'majority'
26.82964,17.891257,10.240115,'majority'
38.21875,17.328794,10.56574,'minority'
44.44302,11.716268,12.153175,'majority'
55.45748,16.583666,3.822964,'majority'
68.57693,14.643576,7.573378,'majority'
70.77545,8.215533,13.014959,'majority'
51.6645,6.62,9.982781,'majority'
35.42258,22.714996,14.246619,'minority'
41.81185,14.342547,3.926095,'majority'
31.81587,5.570878,10.464805,'minority'
21.03045,16.860356,7.744827,'majority'
32.13934,12.457934,16.477936,'minority'
57.38154,12.804321,14.313667,'majority'
51.50473,16.574656,8.40091,'minority'
42.42457,18.353914,13.576176,'majority'
40.75584,14.128138,5.059825,'minority'
26.79906,20.96015,10.348917,'majority'
37.1045,6.228705,7.243863,'majority'
28.58244,9.209814,5.58556,'minority'
74.9754,22.368747,12.337377,'majority'
25.02718,17.850375,8.595224,'minority'
53.61311,15.379106,7.606829,'majority'
40.05817,13.212524,11.352816,'majority'
42.40518,13.207921,7.741245,'majority'
42.71626,9.549119,11.545357,'majority'
44.9762,9.489576,17.246691,'majority'
22.78557,22.571975,11.98118,'majority'
43.73017,12.011049,6.969785,'majority'
39.7746,25.032323,8.126344,'majority'
28.86642,19.513782,15.885134,'majority'
44.3783,19.436617,10.349992,'majority'
48.84622,15.997626,8.738965,'majority'
37.77111,13.06962,8.502495,'majority'
59.76931,11.817409,9.189564,'majority'
81.24273,9.956637,9.906852,'majority'
39.12111,18.795391,5.868923,'majority'
34.25624,18.991364,12.711909,'majority'
55.0355,21.676888,14.042663,'minority'
31.80189,15.593863,10.879523,'majority'
31.13889,12.537516,19.704967,'majority'
75.03164,10.741635,8.18544,'majority'
30.06054,20.066516,10.442096,'majority'
33.27955,11.045435,9.689306,'minority'
64.20569,12.161562,9.204829,'majority'
41.31913,14.560575,10.641538,'majority'
32.7857,10.37744,10.307301,'minority'
31.18128,22.267697,6.582828,'majority'
49.78253,16.069183,12.71127,'majority'
58.38708,16.51151,7.821091,'majority'
48.50531,19.365829,11.877841,'minority'
59.17493,14.131185,10.243287,'majority'
47.83331,20.313452,7.41991,'majority'
49.13016,10.611498,12.358422,'minority'
57.83596,16.314343,9.968451,'majority'
53.38604,8.530212,8.174241,'majority'
54.02257,9.569278,9.544593,'minority'
52.4389,23.689634,9.873606,'minority'
85.60081,16.035598,13.969582,'majority'
52.02766,20.387154,13.257636,'majority'
54.37317,24.896454,13.728958,'majority'
48.55079,9.40014,9.254396,'majority'
33.66517,14.061862,11.124491,'majority'
61.69319,18.677479,9.242964,'majority'
34.92234,18.951826,16.320063,'majority'
35.3001,9.992233,11.190085,'minority'
69.08822,13.728346,9.731159,'majority'
12.30815,15.013753,12.930988,'majority'
93.99088,17.748609,7.658539,'majority'
43.84731,14.117052,11.936831,'majority'
57.83679,9.985611,10.537891,'majority'
38.23766,16.438464,10.395084,'majority'
34.11756,12.142494,9.680467,'majority'
33.14464,20.660905,7.8957,'minority'
35.39177,16.140709,11.041448,'minority'
39.99518,16.703584,8.1633,'majority'
68.08147,19.04463,8.047868,'minority'
46.1365,6.187768,10.065113,'majority'
65.04837,13.974927,10.47145,'majority'
51.5556,11.401461,6.831264,'majority'
59.88922,17.886024,18.943859,'majority'
58.77503,19.508409,10.812176,'majority'
30.23897,25.419706,2.182963,'majority'
64.77486,16.374177,7.301397,'majority'
37.45922,10.38496,5.598704,'majority'
43.51985,21.42088,7.031803,'majority'
55.96206,16.219207,8.72461,'majority'
24.6604,15.177828,8.172126,'majority'
31.11619,16.33586,9.948593,'majority'
51.23527,15.119345,9.142088,'majority'
54.01389,23.02809,7.998225,'majority'
46.00692,22.604297,6.029858,'majority'
74.06681,19.778401,5.228373,'minority'
57.16693,12.51609,7.117733,'minority'
37.22166,11.14363,9.368991,'majority'
52.94066,23.15644,9.315394,'minority'
56.36546,26.19698,8.945167,'minority'
