@relation aux
@attribute group {'1','2','3','4','5','6','7','8','9','10','11','12','13','14','15','16','17','18','19','20','21','22','23','24','25','26','27','28','29','30','31','32','33','34','35','36','37','38','39','40','41','42','43'}
@attribute conc numeric
@attribute age numeric
@attribute at.risk numeric
@attribute class {'majority','minority'}
@data
'16',110,32.5,522,'majority'
'16',110,37.5,582,'majority'
'16',110,42.5,519,'majority'
'16',110,47.5,506,'majority'
'16',110,52.5,404,'majority'
'16',110,57.5,316,'majority'
'16',110,62.5,243,'majority'
'16',110,67.5,170,'majority'
'16',110,72.5,113,'majority'
'16',110,77.5,39,'majority'
'16',110,82.5,22,'majority'
'17',110,22.5,1044,'majority'
'17',110,27.5,639,'majority'
'17',110,32.5,363,'majority'
'17',110,37.5,390,'majority'
'17',110,42.5,392,'majority'
'17',110,47.5,408,'majority'
'17',110,52.5,295,'majority'
'17',110,57.5,238,'majority'
'17',110,62.5,205,'majority'
'17',110,67.5,116,'majority'
'17',110,72.5,101,'majority'
'17',110,77.5,41,'majority'
'17',110,82.5,17,'majority'
'18',123,22.5,1022,'majority'
'18',123,27.5,682,'majority'
'18',123,32.5,429,'majority'
'18',123,37.5,492,'majority'
'18',123,42.5,454,'majority'
'18',123,47.5,394,'majority'
'18',123,52.5,286,'majority'
'18',123,57.5,266,'majority'
'18',123,62.5,252,'majority'
'18',123,67.5,192,'majority'
'18',123,72.5,101,'majority'
'18',123,77.5,90,'majority'
'18',123,82.5,49,'majority'
'19',126,22.5,1616,'majority'
'19',126,27.5,897,'majority'
'19',126,32.5,516,'majority'
'19',126,37.5,485,'majority'
'19',126,42.5,588,'majority'
'19',126,47.5,555,'majority'
'19',126,52.5,474,'majority'
'19',126,57.5,411,'majority'
'19',126,62.5,345,'majority'
'19',126,67.5,285,'majority'
'19',126,72.5,184,'majority'
'19',126,77.5,104,'majority'
'19',126,82.5,48,'majority'
'20',256,22.5,2506,'majority'
'20',256,27.5,1455,'majority'
'20',256,32.5,923,'majority'
'20',256,37.5,796,'majority'
'20',256,42.5,929,'majority'
'20',256,47.5,853,'majority'
'20',256,52.5,708,'majority'
'20',256,57.5,510,'majority'
'20',256,62.5,392,'majority'
'20',256,67.5,275,'majority'
'20',256,72.5,202,'majority'
'20',256,77.5,111,'majority'
'20',256,82.5,42,'majority'
'21',256,22.5,1036,'majority'
'21',256,27.5,511,'majority'
'21',256,32.5,249,'majority'
'21',256,37.5,277,'majority'
'21',256,42.5,255,'majority'
'21',256,47.5,281,'majority'
'21',256,52.5,353,'majority'
'21',256,57.5,226,'majority'
'21',256,62.5,204,'majority'
'21',256,67.5,201,'majority'
'21',256,72.5,153,'majority'
'21',256,77.5,83,'majority'
'21',256,82.5,43,'majority'
'22',259,22.5,1425,'majority'
'22',259,27.5,773,'majority'
'22',259,32.5,468,'majority'
'22',259,37.5,379,'majority'
'22',259,42.5,457,'majority'
'22',259,47.5,439,'majority'
'22',259,52.5,403,'majority'
'22',259,57.5,374,'majority'
'22',259,62.5,346,'majority'
'22',259,67.5,237,'majority'
'22',259,72.5,143,'majority'
'22',259,77.5,75,'majority'
'22',259,82.5,61,'majority'
'23',307,22.5,733,'majority'
'23',307,27.5,398,'majority'
'23',307,32.5,202,'majority'
'23',307,37.5,213,'majority'
'23',307,42.5,272,'majority'
'23',307,47.5,292,'majority'
'23',307,52.5,239,'majority'
'23',307,57.5,154,'majority'
'23',307,62.5,169,'majority'
'23',307,67.5,140,'majority'
'23',307,72.5,85,'majority'
'23',307,77.5,32,'majority'
'23',307,82.5,24,'majority'
'24',307,22.5,1231,'majority'
'24',307,27.5,740,'majority'
'24',307,32.5,501,'majority'
'24',307,37.5,514,'majority'
'24',307,42.5,563,'majority'
'24',307,47.5,539,'majority'
'24',307,52.5,440,'majority'
'24',307,57.5,300,'majority'
'24',307,62.5,212,'majority'
'24',307,67.5,131,'majority'
'24',307,72.5,90,'majority'
'24',307,77.5,66,'majority'
'24',307,82.5,37,'majority'
'25',350,22.5,1024,'majority'
'25',350,27.5,551,'majority'
'25',350,32.5,346,'majority'
'25',350,37.5,291,'majority'
'25',350,42.5,351,'majority'
'25',350,47.5,334,'majority'
'25',350,52.5,259,'majority'
'25',350,57.5,204,'majority'
'25',350,62.5,143,'majority'
'25',350,67.5,176,'majority'
'25',350,72.5,122,'majority'
'25',350,77.5,55,'majority'
'25',350,82.5,56,'majority'
'26',398,22.5,745,'majority'
'26',398,27.5,380,'majority'
'26',398,32.5,269,'majority'
'26',398,37.5,218,'majority'
'26',398,42.5,250,'majority'
'26',398,47.5,327,'majority'
'26',398,52.5,294,'majority'
'26',398,57.5,224,'majority'
'26',398,62.5,167,'majority'
'26',398,67.5,103,'majority'
'26',398,72.5,60,'majority'
'26',398,77.5,19,'majority'
'26',398,82.5,13,'majority'
'27',406,22.5,1203,'majority'
'27',406,27.5,570,'majority'
'27',406,32.5,311,'majority'
'27',406,37.5,342,'majority'
'27',406,42.5,341,'majority'
'27',406,47.5,442,'majority'
'27',406,52.5,336,'majority'
'27',406,57.5,319,'majority'
'27',406,62.5,249,'majority'
'27',406,67.5,201,'majority'
'27',406,72.5,104,'majority'
'27',406,77.5,36,'majority'
'27',406,82.5,28,'majority'
'28',448,22.5,1164,'majority'
'28',448,27.5,592,'majority'
'28',448,32.5,379,'majority'
'28',448,37.5,374,'majority'
'28',448,42.5,415,'majority'
'28',448,47.5,364,'majority'
'28',448,52.5,339,'majority'
'28',448,57.5,287,'majority'
'28',448,62.5,220,'majority'
'28',448,67.5,169,'majority'
'28',448,72.5,140,'majority'
'28',448,77.5,86,'majority'
'28',448,82.5,22,'majority'
'29',467,22.5,1476,'majority'
'29',467,27.5,782,'majority'
'29',467,32.5,614,'majority'
'29',467,37.5,621,'majority'
'29',467,42.5,677,'majority'
'29',467,47.5,579,'majority'
'29',467,52.5,466,'majority'
'29',467,57.5,294,'majority'
'29',467,62.5,247,'majority'
'29',467,67.5,206,'majority'
'29',467,72.5,96,'majority'
'29',467,77.5,64,'majority'
'29',467,82.5,57,'majority'
'30',504,22.5,1348,'majority'
'30',504,27.5,696,'majority'
'30',504,32.5,546,'majority'
'30',504,37.5,514,'majority'
'30',504,42.5,637,'majority'
'30',504,47.5,549,'majority'
'30',504,52.5,445,'majority'
'30',504,57.5,371,'majority'
'30',504,62.5,294,'majority'
'30',504,67.5,201,'majority'
'30',504,72.5,104,'majority'
'30',504,77.5,80,'majority'
'30',504,82.5,58,'majority'
'31',520,22.5,1089,'majority'
'31',520,27.5,531,'majority'
'31',520,32.5,326,'majority'
'31',520,37.5,322,'majority'
'31',520,42.5,418,'majority'
'31',520,47.5,396,'majority'
'31',520,52.5,332,'majority'
'31',520,57.5,247,'majority'
'31',520,62.5,220,'majority'
'31',520,67.5,194,'majority'
'31',520,72.5,148,'majority'
'31',520,77.5,93,'majority'
'31',520,82.5,74,'majority'
'32',520,22.5,1161,'majority'
'32',520,27.5,778,'majority'
'32',520,32.5,450,'majority'
'32',520,37.5,420,'majority'
'32',520,42.5,419,'majority'
'32',520,47.5,430,'majority'
'32',520,52.5,362,'majority'
'32',520,57.5,279,'majority'
'32',520,62.5,207,'majority'
'32',520,67.5,166,'majority'
'32',520,72.5,129,'majority'
'32',520,77.5,43,'majority'
'32',520,82.5,26,'majority'
'33',529,22.5,2383,'majority'
'33',529,27.5,1446,'majority'
'33',529,32.5,859,'majority'
'33',529,37.5,855,'majority'
'33',529,42.5,892,'majority'
'33',529,47.5,847,'majority'
'33',529,52.5,691,'majority'
'33',529,57.5,550,'majority'
'33',529,62.5,373,'majority'
'33',529,67.5,295,'majority'
'33',529,72.5,145,'majority'
'33',529,77.5,67,'majority'
'33',529,82.5,51,'majority'
'34',538,22.5,1129,'majority'
'34',538,27.5,616,'majority'
'34',538,32.5,363,'majority'
'34',538,37.5,331,'majority'
'34',538,42.5,352,'majority'
'34',538,47.5,296,'majority'
'34',538,52.5,307,'majority'
'34',538,57.5,279,'majority'
'34',538,62.5,249,'majority'
'34',538,67.5,173,'majority'
'34',538,72.5,106,'majority'
'34',538,77.5,39,'majority'
'34',538,82.5,47,'majority'
'35',544,22.5,910,'majority'
'35',544,27.5,505,'majority'
'35',544,32.5,255,'majority'
'35',544,37.5,238,'majority'
'35',544,42.5,324,'majority'
'35',544,47.5,330,'majority'
'35',544,52.5,295,'majority'
'35',544,57.5,208,'majority'
'35',544,62.5,179,'majority'
'35',544,67.5,152,'majority'
'35',544,72.5,139,'majority'
'35',544,77.5,61,'majority'
'35',544,82.5,59,'majority'
'36',599,22.5,2158,'majority'
'36',599,27.5,1217,'majority'
'36',599,32.5,935,'majority'
'36',599,37.5,747,'majority'
'36',599,42.5,854,'majority'
'36',599,47.5,698,'majority'
'36',599,52.5,702,'majority'
'36',599,57.5,560,'majority'
'36',599,62.5,502,'majority'
'36',599,67.5,226,'majority'
'36',599,72.5,227,'majority'
'36',599,77.5,142,'majority'
'36',599,82.5,91,'majority'
'37',650,22.5,620,'majority'
'37',650,27.5,345,'majority'
'37',650,32.5,186,'majority'
'37',650,37.5,148,'majority'
'37',650,42.5,178,'majority'
'37',650,47.5,233,'majority'
'37',650,52.5,227,'majority'
'37',650,57.5,156,'majority'
'37',650,62.5,122,'majority'
'37',650,67.5,88,'majority'
'37',650,72.5,57,'majority'
'37',650,77.5,46,'majority'
'37',650,82.5,19,'majority'
'38',683,22.5,878,'majority'
'38',683,27.5,329,'majority'
'38',683,32.5,200,'majority'
'38',683,37.5,264,'majority'
'38',683,42.5,316,'majority'
'38',683,47.5,299,'majority'
'38',683,52.5,247,'majority'
'38',683,57.5,195,'majority'
'38',683,62.5,172,'majority'
'38',683,67.5,128,'majority'
'38',683,72.5,84,'majority'
'38',683,77.5,33,'majority'
'38',683,82.5,10,'majority'
'39',693,22.5,2567,'majority'
'39',693,27.5,1759,'majority'
'39',693,32.5,1537,'majority'
'39',693,37.5,1037,'majority'
'39',693,42.5,1057,'majority'
'39',693,47.5,1033,'majority'
'39',693,52.5,690,'majority'
'39',693,57.5,591,'majority'
'39',693,62.5,420,'majority'
'39',693,67.5,206,'majority'
'39',693,72.5,167,'majority'
'39',693,77.5,45,'majority'
'39',693,82.5,14,'majority'
'40',694,22.5,1817,'majority'
'40',694,27.5,1024,'majority'
'40',694,32.5,598,'majority'
'40',694,37.5,573,'majority'
'40',694,42.5,683,'majority'
'40',694,47.5,679,'majority'
'40',694,52.5,525,'majority'
'40',694,57.5,418,'majority'
'40',694,62.5,308,'majority'
'40',694,67.5,193,'majority'
'40',694,72.5,118,'majority'
'40',694,77.5,46,'majority'
'40',694,82.5,28,'majority'
'41',698,22.5,1085,'majority'
'41',698,27.5,617,'majority'
'41',698,32.5,390,'majority'
'41',698,37.5,361,'majority'
'41',698,42.5,395,'majority'
'41',698,47.5,339,'majority'
'41',698,52.5,337,'majority'
'41',698,57.5,275,'majority'
'41',698,62.5,195,'majority'
'41',698,67.5,167,'majority'
'41',698,72.5,102,'majority'
'41',698,77.5,37,'majority'
'41',698,82.5,10,'majority'
'42',717,22.5,1425,'majority'
'42',717,27.5,849,'majority'
'42',717,32.5,509,'majority'
'42',717,37.5,463,'majority'
'42',717,42.5,530,'majority'
'42',717,47.5,501,'majority'
'42',717,52.5,473,'majority'
'42',717,57.5,334,'majority'
'42',717,62.5,269,'majority'
'42',717,67.5,212,'majority'
'42',717,72.5,133,'majority'
'42',717,77.5,80,'majority'
'42',717,82.5,37,'majority'
'43',934,22.5,2085,'majority'
'43',934,27.5,1209,'majority'
'43',934,32.5,1087,'majority'
'43',934,37.5,745,'majority'
'43',934,42.5,693,'majority'
'43',934,47.5,739,'majority'
'43',934,52.5,616,'majority'
'43',934,57.5,513,'majority'
'43',934,62.5,342,'majority'
'43',934,67.5,154,'majority'
'43',934,72.5,87,'majority'
'43',934,77.5,30,'majority'
'43',934,82.5,41,'majority'
