@relation aux
@attribute Age numeric
@attribute Civil numeric
@attribute Can.US numeric
@attribute class {'majority','minority'}
@data
52.05033,15.039695,12.401848,'majority'
93.06837,19.496357,13.452081,'majority'
44.5446,23.513551,8.234101,'minority'
67.75227,14.720817,14.866023,'majority'
38.01177,15.610719,9.08302,'majority'
57.77123,19.56477,10.024496,'minority'
63.84831,22.170116,11.534747,'majority'
44.47816,16.465937,16.282917,'minority'
35.72367,20.961449,8.920077,'minority'
60.51941,25.536944,7.830989,'minority'
58.20072,21.940654,9.328216,'minority'
57.49603,9.356378,9.657288,'minority'
40.15016,26.582274,12.450914,'majority'
33.13163,15.501287,8.241687,'minority'
61.16816,21.87137,10.063113,'majority'
44.72407,13.695716,7.69702,'majority'
23.19774,16.326932,6.484154,'minority'
44.6663,13.350297,11.189935,'minority'
52.7552,6.072037,12.079897,'minority'
26.23091,9.117286,7.329447,'majority'
70.29565,15.669814,16.645835,'minority'
62.59181,17.130735,11.946108,'majority'
42.19186,12.376644,11.201804,'minority'
40.44778,15.202241,10.731687,'minority'
54.30312,12.820001,12.617078,'minority'
64.49443,18.669319,10.10154,'minority'
56.65927,27.164241,10.555358,'majority'
48.98142,20.39035,7.001983,'majority'
28.33149,20.073935,13.166874,'minority'
51.74564,20.731474,12.288831,'majority'
37.08181,22.411866,9.745913,'minority'
29.75127,15.530592,12.669423,'majority'
42.72505,13.618889,4.825533,'minority'
55.60159,15.772453,7.19259,'minority'
70.28452,24.112651,11.045824,'majority'
55.67929,18.821653,10.369913,'minority'
38.50903,18.14826,17.052381,'minority'
49.31521,22.50764,9.178283,'majority'
69.74606,12.275953,8.491696,'majority'
43.52842,21.631768,10.871043,'majority'
31.94153,24.669439,9.431859,'minority'
19.38044,11.860086,11.62206,'majority'
27.08836,20.430618,6.845552,'majority'
39.3895,22.500982,11.07661,'minority'
55.02534,17.37781,11.966984,'minority'
13.63446,14.650909,11.594778,'majority'
14.80747,17.902264,12.411639,'majority'
27.29847,24.057176,9.900567,'majority'
54.63792,23.647714,12.340953,'minority'
37.2194,16.178142,8.591135,'majority'
29.9059,24.743703,6.578576,'minority'
34.23163,20.444207,12.067139,'minority'
57.42359,23.89852,11.884129,'majority'
56.72213,17.76966,8.541528,'minority'
52.94209,16.34219,8.725454,'minority'
62.20513,19.942907,6.331768,'minority'
59.8002,22.955157,11.14801,'majority'
46.73384,15.689406,12.983795,'minority'
63.6733,17.621093,10.36495,'majority'
34.97972,10.677619,3.589063,'majority'
54.81733,21.690934,10.182902,'minority'
14.59547,19.828227,13.596449,'minority'
34.17247,13.022515,13.479929,'minority'
24.95017,16.051742,7.848259,'majority'
36.77744,20.246089,9.472301,'majority'
50.65065,23.195854,8.340731,'minority'
76.23651,17.990466,10.72516,'minority'
33.47399,22.748235,8.402009,'minority'
39.24873,20.889842,8.450064,'minority'
15.11812,9.566738,11.897169,'majority'
34.91171,6.679542,9.762547,'minority'
16.5236,14.999002,10.523511,'minority'
29.71106,14.81186,8.20227,'majority'
27.70188,17.109815,7.49339,'minority'
58.23251,25.507566,10.114803,'minority'
23.83816,26.048048,11.151372,'majority'
52.05167,18.02646,9.829444,'majority'
48.70149,21.100844,9.388927,'minority'
52.10873,22.715958,9.275889,'majority'
64.76321,23.263816,14.243855,'majority'
26.70347,18.354681,8.845936,'majority'
40.93377,19.313688,9.4307,'minority'
26.28201,20.998617,9.61763,'majority'
45.46113,24.622629,15.068501,'minority'
36.58624,22.851209,11.553253,'minority'
38.77877,12.31548,11.404046,'majority'
22.63356,24.269659,12.298571,'minority'
30.09766,18.533286,6.781639,'majority'
19.09317,21.223843,12.406485,'minority'
30.06195,20.523227,10.90128,'majority'
26.26137,18.525911,12.936341,'majority'
35.699908,14.064159,8.987587,'majority'
52.980504,19.591983,12.862629,'minority'
44.865009,18.282395,12.099272,'minority'
32.863157,18.454246,9.610749,'minority'
32.913557,19.680766,6.935858,'minority'
32.83484,12.185104,10.0218,'majority'
26.487781,18.872214,9.77763,'minority'
13.358002,20.781738,10.757335,'minority'
36.088443,18.993222,10.815121,'majority'
36.733257,18.638907,7.772599,'minority'
61.279217,18.79743,13.105741,'majority'
43.532557,17.195147,10.820337,'minority'
29.315846,15.682151,12.03374,'majority'
43.666306,18.977601,14.708751,'majority'
38.466795,23.049278,15.573579,'majority'
69.445481,11.158568,9.357532,'majority'
35.645649,14.738705,7.21334,'minority'
28.011202,14.114617,10.910383,'minority'
27.220761,20.328501,11.860761,'minority'
42.806172,24.146096,8.431173,'minority'
38.493452,21.133424,8.128929,'minority'
35.178015,17.138863,13.368723,'minority'
28.797546,24.796503,11.542683,'minority'
36.302894,17.539074,7.211399,'majority'
8.245741,19.582254,6.133499,'majority'
53.724104,24.117161,8.98388,'minority'
51.006775,16.040375,11.356264,'minority'
19.80185,19.11895,14.709156,'majority'
34.646786,14.876134,11.201414,'minority'
39.093703,15.185816,7.105445,'majority'
31.558095,10.172149,5.628072,'minority'
40.63297,19.736071,6.316321,'minority'
15.464278,17.512492,7.468824,'majority'
39.560706,22.450585,7.520171,'minority'
17.805127,14.649256,6.65372,'minority'
15.795583,13.392271,8.523804,'majority'
16.371212,19.4272,10.944941,'majority'
41.133504,18.329291,9.940384,'minority'
38.257364,13.513485,11.246771,'majority'
40.275582,15.274581,6.26065,'majority'
47.785589,24.383348,11.741402,'minority'
45.045032,14.100796,5.236912,'majority'
24.29803,4.797771,6.653168,'majority'
32.003031,19.691132,6.778635,'minority'
29.602143,24.220025,10.482954,'minority'
34.568493,23.96295,8.788141,'minority'
34.26425,25.037215,8.009791,'minority'
30.876011,10.67243,8.9186,'minority'
21.133382,13.44072,9.158415,'minority'
22.364178,15.75435,8.866177,'majority'
12.187873,17.60195,7.952818,'majority'
28.084422,19.41077,5.496261,'minority'
20.800835,14.31731,12.212744,'minority'
29.885777,13.24114,9.862311,'majority'
29.160924,18.35738,10.157339,'majority'
21.726819,22.51714,8.475639,'minority'
50.148244,22.40996,5.837015,'minority'
28.243454,19.38904,7.071651,'majority'
36.918856,16.59053,10.845766,'majority'
20.596445,20.94537,7.64439,'majority'
78.745264,16.11258,5.14673,'minority'
18.825313,18.93447,9.690896,'majority'
44.249791,18.75819,8.678563,'minority'
45.439062,16.53023,5.683904,'minority'
68.297636,17.97509,5.3167,'majority'
9.132719,18.36972,6.723941,'minority'
44.278556,16.36241,5.660959,'minority'
38.904348,21.95651,3.591731,'minority'
36.109993,15.5288,8.700069,'majority'
18.374659,18.70437,8.358935,'majority'
39.553413,17.89855,6.222994,'minority'
54.935395,20.76845,7.347019,'minority'
47.216709,20.69959,5.302888,'majority'
26.363063,12.91026,7.576394,'minority'
21.884506,17.35386,6.452415,'majority'
23.488479,14.15928,6.936329,'minority'
33.903615,22.64848,6.165386,'minority'
39.990676,17.66621,7.372866,'minority'
31.951618,16.49403,8.664225,'minority'
31.844776,22.07818,8.269239,'majority'
20.982101,16.21879,7.447223,'majority'
16.395594,19.01065,7.342432,'minority'
48.037629,19.87741,8.80833,'minority'
19.51106,20.52165,9.404062,'majority'
28.281322,13.89914,6.385967,'minority'
26.396932,21.40478,16.304945,'majority'
27.692026,19.05873,14.260775,'minority'
25.355269,16.30051,11.325546,'majority'
24.283281,15.99539,7.509165,'majority'
15.430272,21.48614,11.291262,'majority'
55.980825,19.4555,17.455583,'majority'
32.741182,12.97561,13.562731,'minority'
36.119206,18.99023,12.170404,'majority'
37.49699,20.92534,12.917668,'majority'
28.53255,21.069782,16.07841,'majority'
43.07353,18.246546,6.485257,'majority'
25.27875,20.05553,14.017623,'majority'
15.2815,14.464707,9.00448,'majority'
37.98682,18.760814,14.342712,'majority'
25.59651,16.942544,16.295876,'minority'
22.1848,14.823426,18.355253,'majority'
50.42267,24.560953,17.384147,'majority'
38.85592,15.403755,16.193036,'majority'
33.53076,15.454788,9.372436,'minority'
18.43192,26.390326,18.950485,'minority'
56.97552,23.949664,14.208611,'majority'
28.99776,24.58267,15.812852,'majority'
27.43801,15.873392,14.200024,'majority'
34.49653,17.42269,13.502463,'majority'
48.11031,22.294308,17.157664,'minority'
27.07009,14.356968,11.925143,'majority'
30.15856,4.824494,10.262198,'majority'
28.45369,21.395012,12.555895,'majority'
16.98932,21.749193,14.334522,'minority'
49.11068,17.768167,14.274171,'majority'
56.95061,21.875395,14.846292,'majority'
32.92155,20.817461,14.637932,'minority'
46.71308,20.77571,13.839022,'majority'
65.62327,18.16861,8.660579,'majority'
18.79794,24.2127,13.161762,'majority'
50.00632,16.192722,12.494268,'majority'
61.75991,25.205995,13.373166,'majority'
86.65642,20.741266,12.915592,'majority'
27.45966,16.093635,15.416947,'majority'
50.76918,15.969436,15.150488,'majority'
46.01045,19.419346,18.313083,'majority'
48.92628,20.847453,14.757813,'majority'
29.40609,19.693794,11.565536,'majority'
43.48816,17.399173,10.907737,'majority'
67.94432,22.093156,16.892937,'minority'
39.18127,19.866712,11.944062,'majority'
42.44109,24.2467,9.99197,'majority'
60.62244,19.401873,14.759196,'minority'
20.95853,17.319085,15.959421,'minority'
40.18415,19.339151,14.106909,'minority'
23.62197,15.544189,14.753876,'majority'
26.46852,22.068845,13.686934,'minority'
29.52282,19.693968,7.809544,'minority'
37.34482,21.647869,9.802135,'majority'
27.60201,21.288035,11.322245,'majority'
26.07127,23.514351,16.490134,'majority'
13.417459,20.561982,12.412191,'majority'
21.990334,20.290981,11.485566,'minority'
48.925871,17.010998,13.501809,'minority'
36.581157,16.40198,12.238161,'minority'
54.020168,12.637575,15.926398,'majority'
50.816764,17.120144,14.348793,'minority'
17.21212,17.162749,7.142869,'minority'
21.697365,17.070337,12.686014,'minority'
16.918504,23.679176,12.585215,'majority'
44.404581,21.205798,6.389717,'minority'
30.809428,22.403595,14.55614,'minority'
38.023904,17.709248,13.952632,'minority'
40.967891,8.344706,9.055188,'majority'
28.657525,18.139993,10.228228,'minority'
34.435392,16.173774,9.472872,'minority'
41.430975,17.97933,12.446137,'majority'
31.541811,21.858135,12.380946,'majority'
37.467948,26.289713,10.897129,'majority'
38.30103,17.848131,10.269786,'majority'
54.351637,22.418153,12.008906,'majority'
30.169842,20.902066,10.109033,'minority'
38.137264,22.353803,14.673589,'majority'
24.904108,21.908372,11.830853,'minority'
45.468318,22.024951,9.280872,'minority'
5.309085,26.057707,9.15278,'minority'
44.618347,13.50336,8.954391,'majority'
66.577038,21.255616,10.017657,'majority'
22.305637,15.260793,11.878301,'majority'
37.7673,16.601622,7.187602,'majority'
48.732671,18.083716,9.608119,'majority'
40.653722,22.620437,11.017877,'majority'
45.423847,11.925115,10.09874,'minority'
43.479254,19.366346,12.279885,'majority'
84.540975,18.660927,7.480315,'majority'
58.628083,22.100059,6.998318,'minority'
48.015193,19.144148,14.42511,'majority'
59.85849,20.12329,11.728188,'minority'
49.197767,15.715337,10.943009,'majority'
47.272939,18.891872,9.311811,'majority'
45.032537,17.947792,9.911032,'minority'
35.762056,17.621759,12.866384,'majority'
25.104229,13.916678,10.047318,'majority'
29.702019,23.304165,5.310383,'minority'
25.147117,21.192498,8.398343,'minority'
39.460523,18.488871,8.026323,'minority'
34.985512,17.800273,8.290957,'minority'
10.519146,21.630718,6.855785,'majority'
21.63878,16.843678,7.815668,'minority'
51.89454,15.757149,7.16108,'minority'
23.17023,14.453749,5.092307,'majority'
49.67562,20.289407,9.006835,'minority'
67.28741,20.284791,11.77869,'minority'
45.01394,6.024106,10.008447,'minority'
49.70034,20.046391,15.009742,'majority'
38.41014,20.47011,3.868483,'majority'
14.44449,15.639267,3.609101,'majority'
23.1793,17.495964,5.175025,'minority'
52.59709,24.78833,8.281759,'minority'
16.37279,18.858695,4.75135,'minority'
22.36837,24.789089,8.459127,'majority'
44.58752,21.484288,7.451403,'majority'
48.8001,28.728654,7.551744,'minority'
48.13326,13.744205,6.856585,'majority'
73.92979,14.720033,6.896387,'majority'
54.69353,15.119087,10.68556,'majority'
57.36072,14.665941,10.113287,'minority'
54.74678,11.499304,9.387811,'majority'
45.83721,14.100065,9.226207,'majority'
36.51681,6.806688,10.60176,'majority'
42.24943,8.563963,9.91582,'majority'
78.332,6.10581,8.798768,'majority'
46.97441,12.139817,9.99402,'majority'
37.64754,8.623113,9.508498,'majority'
38.07021,8.333674,7.60761,'minority'
53.95482,5.992107,8.550863,'majority'
50.60165,24.570357,12.671747,'majority'
48.54768,11.001068,5.924203,'majority'
56.74448,10.604825,9.523715,'minority'
27.07654,19.220639,8.19043,'majority'
69.59871,17.647923,15.992409,'majority'
41.54879,10.07926,6.646625,'majority'
34.11712,11.819822,11.26638,'majority'
53.83001,21.944978,7.468184,'majority'
49.34949,14.765698,7.814752,'majority'
62.07995,24.438461,11.437733,'majority'
71.01532,12.178189,9.597997,'majority'
66.17781,14.295706,14.691262,'majority'
58.01383,9.042924,8.191015,'majority'
68.97791,23.625771,12.331178,'majority'
87.42194,26.63102,8.612682,'majority'
69.06041,6.723786,10.647332,'majority'
53.49425,14.1668,11.54333,'majority'
60.77304,19.596161,7.901384,'majority'
37.14099,18.286324,9.386859,'minority'
76.94109,14.050203,6.31992,'majority'
27.59397,6.855523,11.355537,'majority'
26.6993,19.447343,10.101461,'majority'
40.19396,17.504538,10.64939,'minority'
44.81082,11.151119,12.644771,'majority'
56.93312,17.12603,3.642749,'majority'
67.33627,14.43654,8.10111,'majority'
68.16718,8.574949,13.386612,'majority'
51.55176,6.947064,10.007439,'majority'
35.29711,21.583066,14.592448,'minority'
40.8775,14.472514,3.88349,'majority'
31.35248,5.680704,10.461097,'minority'
20.80484,16.264028,7.886078,'majority'
32.42898,12.992071,16.577172,'minority'
56.94576,12.735769,14.583157,'majority'
49.79719,16.643171,8.17315,'minority'
41.27175,18.15348,13.389317,'majority'
41.20375,13.68388,5.05836,'minority'
26.59081,21.112331,9.994395,'majority'
36.94008,6.546042,7.187869,'majority'
29.71359,9.667022,5.694789,'minority'
80.60232,21.560919,12.090039,'majority'
24.83485,17.60551,8.236312,'minority'
53.93607,14.791562,7.500037,'majority'
40.61414,13.961446,11.737828,'majority'
43.06877,12.322024,7.537384,'majority'
42.17509,10.066069,11.513368,'majority'
43.72424,9.623554,17.158987,'majority'
23.0466,22.426406,11.821986,'majority'
45.71026,12.072192,6.985366,'majority'
39.52338,25.47037,7.822304,'majority'
29.27223,19.515122,15.859887,'majority'
41.69756,19.104425,9.803934,'majority'
52.26371,16.202469,8.905629,'majority'
36.81659,13.471372,8.633541,'majority'
54.13337,11.586355,9.060733,'majority'
79.58759,10.204691,9.713869,'majority'
38.76794,19.397106,5.871999,'majority'
33.73974,19.656821,13.311861,'majority'
54.29706,21.512802,13.95166,'minority'
29.79281,15.471833,10.743666,'minority'
31.85261,12.653212,20.09276,'majority'
72.32676,10.806029,7.994455,'majority'
29.6401,20.947041,10.410888,'majority'
32.60795,10.876774,10.030646,'minority'
65.07255,11.977842,8.756721,'majority'
42.52777,14.437281,10.74651,'majority'
34.29556,10.05626,10.216718,'minority'
31.07219,22.378894,6.542724,'majority'
50.34112,15.999993,13.093687,'majority'
59.32256,16.071379,7.842582,'majority'
50.08173,19.88878,11.82234,'minority'
57.49949,13.699255,10.160353,'majority'
49.96208,19.365176,7.534449,'majority'
48.17736,10.961314,12.30474,'minority'
54.75748,16.343206,10.595781,'majority'
54.22959,8.53224,8.54903,'majority'
53.05859,10.236618,9.220413,'minority'
52.59864,23.54547,10.092329,'minority'
89.06943,16.733122,13.600124,'majority'
51.70219,20.998025,13.046746,'majority'
55.11683,24.33358,13.821502,'majority'
46.20844,10.05465,9.452339,'majority'
34.42468,15.507283,11.041665,'majority'
60.11698,19.280121,9.22955,'majority'
34.64613,18.569085,15.697064,'majority'
35.8018,9.865669,11.216181,'minority'
65.58738,14.349034,9.666177,'majority'
12.14156,16.223082,12.839865,'majority'
93.38074,17.492162,7.768586,'majority'
45.38521,14.198538,12.033138,'majority'
59.3356,10.365678,10.536666,'majority'
37.39269,15.86435,10.209609,'majority'
35.74371,12.544845,9.442779,'majority'
33.95307,19.560589,8.021384,'minority'
34.98744,16.246148,10.874024,'minority'
41.40355,16.490164,8.101631,'majority'
66.82308,18.282111,8.143597,'minority'
45.90171,6.118695,10.318994,'majority'
64.7722,14.054955,10.34335,'majority'
52.11433,12.439059,6.898963,'majority'
59.45805,17.86183,18.283235,'majority'
59.1975,19.618144,10.670965,'majority'
30.45243,25.157721,2.21649,'majority'
65.84589,16.501901,7.507231,'majority'
36.58245,10.441815,5.324681,'majority'
42.91766,21.52909,7.129802,'majority'
57.35627,16.293978,8.29816,'majority'
24.52179,14.73238,8.210111,'majority'
30.70512,16.717974,10.518345,'majority'
52.56457,14.932793,9.11483,'majority'
52.19543,23.100133,8.169543,'majority'
46.74795,23.531891,6.393891,'majority'
71.77202,19.986267,5.172107,'minority'
63.04903,12.46817,6.701814,'minority'
36.01423,10.86104,9.542739,'majority'
51.99702,22.30372,8.91232,'minority'
59.85363,25.38564,8.548289,'minority'
