"","file","size.majority","size.minority","perc.size.majority","perc.size.minority","DIT","N1.minority","N3.minority","L2.minority","L3.minority","CM.minority","wCM9.minority","wCM11.minority","dwCM9.minority","dwCM11.minority","SVM.acc","SVM.acc_majority","SVM.acc_minority","SVM.gmean","RF.acc","RF.acc_majority","RF.acc_minority","RF.gmean","knn.acc","knn.acc_majority","knn.acc_minority","knn.gmean","NaiveBayes.acc","NaiveBayes.acc_majority","NaiveBayes.acc_minority","NaiveBayes.gmean","J48.acc","J48.acc_majority","J48.acc_minority","J48.gmean","MLP.acc","MLP.acc_majority","MLP.acc_minority","MLP.gmean"
"12","analcatdata_michiganacc.arff.preproc.gz",60,48,0.555555555555556,0.444444444444444,"None",0.535506072874494,0.364129554655871,0.244844804318489,0.243568564554932,0.420404858299595,0.453130904183536,0.455249662618084,0.444304993252362,0.447422402159244,0.745281385281385,0.836666666666667,0.632222222222222,0.719474154983811,0.703939393939394,0.74,0.659777777777778,0.688715712630958,0.698398268398268,0.763333333333333,0.618888888888889,0.674979047745221,0.683246753246753,0.746666666666667,0.606222222222222,0.662786821472565,0.694415584415584,0.791666666666667,0.573777777777778,0.656744359020249,0.695194805194805,0.731666666666667,0.650666666666667,0.6770358531488
"13","analcatdata_neavote.arff.preproc.gz",93,7,0.93,0.07,"None",0.98,0.791333333333333,1,1,1,0.974666666666667,0.992,0.974666666666667,0.992,0.930852130325815,1,0,0,0.930852130325815,1,0,0,0.926852130325815,0.995789473684211,0,0,0.923994987468672,0.992631578947368,0,0,0.930852130325815,1,0,0,0.930852130325815,1,0,0
"14","analcatdata_vehicle.arff.preproc.gz",27,21,0.5625,0.4375,"None",0.519264705882353,0.417426470588235,0.0954411764705881,0.10282780756465,0.215441176470588,0.215661764705882,0.215661764705882,0.215661764705882,0.215661764705882,0.85410101010101,0.815333333333333,0.902,0.846970784220723,0.852727272727273,0.860666666666667,0.839,0.833816630284454,0.835171717171717,0.878666666666667,0.778,0.795975277521643,0.814363636363636,0.826,0.798,0.788367099379252,0.84379797979798,0.819333333333333,0.874,0.825227266470823,0.863272727272727,0.878,0.843,0.848254053104094
"15","ar1.arff.preproc.gz",112,9,0.925619834710744,0.0743801652892562,"None",0.903571428571428,0.713214285714285,0.594642857142857,0.611582246300582,1,0.958571428571429,1,0.958571428571429,1,0.917628985507247,0.99102766798419,0,0,0.911023188405797,0.982094861660079,0.03,0.033357154012523,0.92096231884058,0.987470355731225,0.09,0.117551829380443,0.735931884057971,0.758418972332016,0.46,0.476016291386951,0.901286956521739,0.961778656126482,0.14,0.176674633272732,0.889642028985507,0.952648221343874,0.11,0.134022176717047
"16","ar3.arff.preproc.gz",55,8,0.873015873015873,0.126984126984127,"None",0.65047619047619,0.586190476190476,0.297619047619048,0.294941176470588,0.7,0.600952380952381,0.687142857142857,0.589047619047619,0.652857142857143,0.866666666666667,0.983636363636364,0.07,0.0725532490341767,0.911666666666667,0.970909090909091,0.5,0.556805946240434,0.918333333333333,0.976363636363636,0.52,0.570430994318306,0.873205128205128,0.896363636363636,0.72,0.711314802397281,0.887564102564103,0.938181818181818,0.53,0.571772043411287,0.905512820512821,0.96,0.53,0.5697257982938
"17","ar5.arff.preproc.gz",28,8,0.777777777777778,0.222222222222222,"None",0.474761904761905,0.390952380952381,0.156666666666667,0.121,0.54047619047619,0.484761904761905,0.567619047619048,0.465238095238095,0.52952380952381,0.805,0.924666666666667,0.37,0.420097170558729,0.828333333333333,0.886,0.61,0.614293146352646,0.840833333333333,0.903333333333333,0.62,0.648750232667568,0.839166666666667,0.857333333333333,0.77,0.740277871093184,0.820833333333333,0.876666666666667,0.62,0.619138420300409,0.770833333333333,0.849333333333333,0.49,0.517657705111915
"18","arsenic-male-bladder.arff.preproc.gz",535,24,0.957066189624329,0.0429338103756708,"None",0.510421052631579,0.389473684210526,0.458315789473684,0.220933804729946,0.458315789473684,0.458315789473684,0.458315789473684,0.458315789473684,0.458315789473684,0.974609073359073,1,0.411,0.606892738339434,0.976208172458172,0.995327102803738,0.551,0.729565312418378,0.977469433719434,0.998130841121495,0.517,0.706331082101539,0.955646718146718,0.998504672897196,0,0,0.957078507078507,1,0,0,0.972805662805663,0.99214953271028,0.542,0.721189253380146
"19","arsenic-male-lung.arff.preproc.gz",546,13,0.976744186046512,0.0232558139534884,"None",0.0963636363636364,0,0,0,0,0,0,0,0,0.993561548273938,1,0.713333333333333,0.818454136138876,1,1,1,1,0.99963963963964,1,0.98,0.98,0.999641248391248,0.999633027522936,1,0.999816090979872,0.976768772565233,1,0,0,1,1,1,1
"20","auto_price.arff.preproc.gz",105,54,0.660377358490566,0.339622641509434,"None",0.129122621564482,0.0944080338266385,0.0194291754756871,0.0249926181102362,0.101342494714588,0.099524312896406,0.103678646934461,0.099524312896406,0.101828752642706,0.956754032258065,0.978095238095238,0.915272727272727,0.945092556901382,0.969899193548387,0.991428571428571,0.928181818181818,0.958436899742846,0.963568548387097,1,0.892909090909091,0.943964698975867,0.937883064516129,0.938095238095238,0.937636363636364,0.937006655362376,0.954193548387097,0.956190476190476,0.950545454545454,0.952637592564575,0.964899193548387,0.979047619047619,0.937636363636364,0.957284681164114
"21","badges2.arff.preproc.gz",210,84,0.714285714285714,0.285714285714286,"None",0.0595258999122037,0,0,0,0,0,0,0,0,0.993547632963179,1,0.9775,0.988559312238228,1,1,1,1,0.988094681472823,0.988571428571429,0.986911764705882,0.98762701641343,0.997609585037989,0.996666666666667,1,0.99832329280831,1,1,1,1,1,1,1,1
"22","balance-scale.arff.preproc.gz",337,288,0.5392,0.4608,"None",0.249820063993977,0.258933935629588,0.0833325804630153,0.0542416958467834,0.185844532279315,0.158493506493506,0.158406549971767,0.158493506493506,0.158406549971767,0.968176466973886,0.982221246707638,0.951766485178463,0.966712042399626,0.895882150537634,0.916352063213345,0.871929824561403,0.893385153702047,0.900503225806452,0.919315188762072,0.878493647912886,0.898230593451375,0.95488432155658,0.987269534679544,0.917041742286752,0.951226873901217,0.842925837173579,0.860873573309921,0.82189352692075,0.840377926640107,0.957932002048131,0.959956101843723,0.955565638233515,0.957534204589708
"23","baskball.arff.preproc.gz",49,47,0.510416666666667,0.489583333333333,"None",0.485604551920341,0.294210526315789,0.313684210526316,0.242282191492718,0.318378378378378,0.284992887624467,0.280256045519203,0.288705547652916,0.28448079658606,0.664111111111111,0.718444444444444,0.608222222222222,0.650581399764924,0.694035087719298,0.67,0.720444444444445,0.681171034371728,0.632701754385965,0.616444444444444,0.650444444444444,0.622864964381669,0.710883040935672,0.754222222222222,0.665555555555556,0.702057019107193,0.646964912280702,0.660222222222222,0.633333333333333,0.627409707285623,0.736187134502924,0.748,0.724444444444445,0.728651756374842
"24","blogger.arff.preproc.gz",68,32,0.68,0.32,"None",0.5472,0.278953846153846,0.530461538461538,0.542768518518519,0.5544,0.394769230769231,0.432276923076923,0.375753846153846,0.399969230769231,0.707817042606516,0.951098901098901,0.191904761904762,0.365828762188224,0.837426065162907,0.936153846153846,0.626190476190476,0.754772854731045,0.81222305764411,0.92,0.582380952380952,0.719805115835103,0.73683709273183,0.902527472527473,0.382857142857143,0.553329732503482,0.731756892230576,0.875494505494506,0.426190476190476,0.58799732970171,0.818882205513785,0.88967032967033,0.666666666666667,0.762409557460392
"25","bolts.arff.preproc.gz",26,14,0.65,0.35,"None",0.280757575757576,0.260909090909091,0.103636363636364,0.0587958211143695,0.24439393939394,0.271515151515152,0.284242424242424,0.258787878787879,0.266060606060606,0.845515873015873,0.909333333333333,0.723333333333333,0.756289447939354,0.938849206349206,0.98,0.863333333333333,0.911018653195419,0.85515873015873,0.956666666666667,0.66,0.746502196023394,0.933849206349206,0.968,0.87,0.911017048603182,0.872380952380952,0.893333333333333,0.83,0.84830020195661,0.863174603174603,0.913333333333333,0.77,0.804562676123494
"26","boston.arff.preproc.gz",297,209,0.58695652173913,0.41304347826087,"None",0.345706444254348,0.21364128885087,0.156824208725406,0.114380421895501,0.20836755061306,0.199387653264899,0.191377958368976,0.204535928143713,0.197236954662104,0.880567773247913,0.928593220338983,0.812380952380952,0.868134115242786,0.891047951854009,0.927570621468926,0.839256678281069,0.881695659238595,0.859276179382644,0.896949152542373,0.805772357723577,0.849588735087031,0.743659250630945,0.649480225988701,0.877572590011614,0.753516807849644,0.849362686856921,0.896966101694915,0.781777003484321,0.836370840493717,0.863272413123665,0.899011299435028,0.81253193960511,0.853752181745032
"27","CastMetal1.arff.preproc.gz",285,42,0.871559633027523,0.128440366972477,"None",0.928092691622103,0.746541889483066,0.869661319073084,0.890512708022579,0.885151515151515,0.938110516934046,0.963137254901961,0.934545454545455,0.95126559714795,0.868843822843823,0.996842105263158,0,0,0.856312354312355,0.98,0.0166666666666667,0.0477303066007585,0.822340326340326,0.927017543859649,0.112777777777778,0.265157833266972,0.812937062937063,0.884912280701754,0.326944444444444,0.505271994735439,0.81990675990676,0.916491228070175,0.164722222222222,0.332455183379146,0.826055944055944,0.930175438596491,0.118055555555555,0.26723110217273
"28","chatfield_4.arff.preproc.gz",142,93,0.604255319148936,0.395744680851064,"None",0.288497297297297,0.197383783783784,0.0867963963963964,0.0450825075355739,0.180421621621622,0.168850450450451,0.16830990990991,0.169387387387387,0.168046846846847,0.876179848905335,0.896502463054187,0.845321637426901,0.869257070560698,0.903124421831637,0.909310344827586,0.893859649122807,0.900756400679263,0.901747610237434,0.929753694581281,0.858947368421053,0.892456264339507,0.872366250385446,0.899334975369458,0.831345029239766,0.863480106151306,0.877511563367253,0.885369458128079,0.865672514619883,0.873856623223253,0.883788159111933,0.896428571428571,0.864444444444444,0.878388487337898
"29","chscase_adopt.arff.preproc.gz",27,12,0.692307692307692,0.307692307692308,"None",0.533777777777778,0.394222222222222,0.600222222222222,0.557916666666667,0.349555555555555,0.403111111111111,0.444888888888889,0.378222222222222,0.402666666666667,0.831111111111111,0.962666666666667,0.53,0.657561102553469,0.783492063492063,0.874666666666667,0.58,0.667791584928156,0.869523809523809,0.955333333333333,0.673333333333333,0.773720359706334,0.841269841269841,0.958666666666667,0.573333333333333,0.681165862144086,0.822539682539682,0.919333333333333,0.606666666666667,0.706096648129821,0.823492063492063,0.944,0.553333333333333,0.659437200372923
"30","chscase_census2.arff.preproc.gz",203,197,0.5075,0.4925,"None",0.674133677336128,0.516758042409095,0.467532854954446,0.462728617344896,0.492921873740224,0.499649278400387,0.495206804805289,0.503964363460453,0.501807627186971,0.523465228942022,0.588024390243903,0.456910256410256,0.514280598668872,0.517239373339584,0.538475609756098,0.495435897435897,0.51285413964967,0.51887447257384,0.545792682926829,0.491230769230769,0.515578910869774,0.492493123925613,0.404524390243902,0.583141025641026,0.477431262621765,0.50527246444757,0.648743902439024,0.3575,0.133098285166423,0.496358298171589,0.409390243902439,0.585923076923077,0.433371398844649
"31","chscase_census3.arff.preproc.gz",208,192,0.52,0.48,"None",0.738925388337153,0.567170868347339,0.580218147865207,0.597377179586715,0.547147950089126,0.563033698327816,0.574884135472371,0.564461420932009,0.575931584755114,0.455419518674793,0.566492450638792,0.335101214574899,0.428290510742395,0.455138263791217,0.518281068524971,0.386761133603239,0.444016636459315,0.481588060634474,0.541765389082462,0.416396761133603,0.472452093993766,0.497758712298797,0.628385598141696,0.356167341430499,0.469771863388906,0.517755117987185,0.99137049941928,0.00462887989203778,0.0105670830323857,0.474156040006251,0.519663182346109,0.425303643724696,0.418471445916738
"32","chscase_census5.arff.preproc.gz",207,193,0.5175,0.4825,"None",0.691601173020528,0.525136154168412,0.648636782572266,0.674506002866239,0.558811059907834,0.553891914537076,0.561905320485966,0.548449099287809,0.558288227901131,0.499039889045163,0.679895470383275,0.305047233468286,0.450995472379893,0.497208704485076,0.572961672473868,0.41612685560054,0.484028089830111,0.468741912798875,0.544146341463415,0.387867746288799,0.457437810698803,0.48721425222691,0.567619047619048,0.40114709851552,0.471333786252603,0.511710814189717,0.966991869918699,0.0235627530364372,0.047591585822278,0.468345874355368,0.540383275261324,0.391821862348178,0.382821403668457
"33","chscase_health.arff.preproc.gz",26,24,0.52,0.48,"None",0.628210526315789,0.388473684210526,0.210315789473684,0.222752970606629,0.399263157894737,0.389631578947368,0.37721052631579,0.395789473684211,0.395842105263158,0.603090909090909,0.548,0.665,0.545433256930582,0.621757575757576,0.650666666666667,0.592,0.591786524202044,0.602363636363636,0.563333333333333,0.649,0.568613864796402,0.641616161616162,0.588,0.703,0.606373761672002,0.532969696969697,0.62,0.441,0.447918916604585,0.605252525252525,0.590666666666667,0.626,0.57627590673276
"34","chscase_vine1.arff.preproc.gz",28,24,0.538461538461538,0.461538461538462,"None",0.359473684210526,0.30321052631579,0.151947368421053,0.105322097074791,0.25821052631579,0.233421052631579,0.213684210526316,0.241684210526316,0.22,0.821979797979798,0.833333333333333,0.808,0.806667425649515,0.808080808080808,0.810666666666667,0.803,0.792504349729858,0.784242424242424,0.801333333333333,0.764,0.768489973390644,0.794909090909091,0.826666666666667,0.757,0.774943938865377,0.758020202020202,0.730666666666667,0.788,0.738587042464472,0.79579797979798,0.816,0.773,0.782432602100723
"35","chscase_vine2.arff.preproc.gz",256,212,0.547008547008547,0.452991452991453,"None",0.254835363731291,0.154962060563871,1,1,0.127020536025061,0.129257222415593,0.128316742081448,0.129014966933519,0.127369300382875,0.799836795145035,0.857843137254902,0.729612403100775,0.7900600788841,0.855398860913437,0.844954751131222,0.867984496124031,0.855703298116999,0.85983349588797,0.859374057315234,0.86031007751938,0.859109580110209,0.780624787775892,0.893386123680241,0.644407530454042,0.757537721203153,0.851930884176811,0.835595776772247,0.871550387596899,0.852189471190473,0.656247829594577,0.834268476621418,0.441705426356589,0.57690908679409
"36","climate-model-simulation-crashes.arff.preproc.gz",494,46,0.914814814814815,0.0851851851851852,"None",0.920630630630631,0.873978978978979,0.862357357357357,0.885902653864862,0.936951951951952,0.942942942942943,0.957597597597598,0.939144144144144,0.954339339339339,0.914828946240247,1,0,0,0.913347401246741,0.997973613687899,0.00422222222222222,0.0129591987163236,0.899651842960168,0.978548752834467,0.0524444444444444,0.141855203193407,0.906675320179993,0.977518037518038,0.146,0.330125826996647,0.89370156017288,0.949762935477221,0.292,0.481189124689103,0.887377699657988,0.94552257266543,0.263333333333333,0.48036310649228
"37","confidence.arff.preproc.gz",60,12,0.833333333333333,0.166666666666667,"None",0.683555555555556,0.409111111111111,0.592666666666667,0.619824561403509,0.533111111111111,0.551777777777778,0.600666666666667,0.541111111111111,0.579333333333333,0.86752380952381,1,0.203333333333333,0.31086482233022,0.859428571428572,0.946666666666667,0.406666666666667,0.520706607243633,0.862095238095238,0.941666666666667,0.46,0.565557131596481,0.781333333333333,0.755,0.916666666666667,0.825209442118644,0.847142857142857,0.915,0.493333333333333,0.586479197296096,0.880666666666667,0.971666666666667,0.41,0.531201055731289
"38","cpu.arff.preproc.gz",156,53,0.746411483253589,0.253588516746411,"None",0.312369878183832,0.187862679955703,0.00800664451827243,0.0166377400105125,0.242990033222591,0.311063122923588,0.349180509413067,0.281827242524917,0.312513842746401,0.970796531885585,0.994838709677419,0.899636363636364,0.944579051421564,0.977511816978635,0.986451612903226,0.951272727272727,0.967899333736606,0.972678605191368,0.989697580645161,0.922363636363636,0.954514831958148,0.934159306377117,0.919052419354839,0.978909090909091,0.947938872918679,0.960268481754585,0.982016129032258,0.896545454545454,0.936850781690298,0.9663962941955,0.98195564516129,0.920545454545455,0.949560275927021
"39","diabetes.arff.preproc.gz",500,268,0.651041666666667,0.348958333333333,"None",0.620616822429906,0.485728754618561,0.425755270593349,0.389133391594502,0.47752792871115,0.477713975222778,0.478089980439035,0.478177787437514,0.478463812214736,0.760020371785078,0.8742,0.547030048916841,0.690359953381442,0.761454036159919,0.8564,0.584395527603075,0.705718225771478,0.738799762329174,0.8326,0.563899371069182,0.683937120586226,0.755843307019778,0.8398,0.599252271139064,0.70812927475637,0.739308208131738,0.8336,0.563207547169811,0.680808595689509,0.753375774552245,0.8368,0.597931516422082,0.704275008626677
"40","diggle_table_a1.arff.preproc.gz",25,23,0.520833333333333,0.479166666666667,"None",0.633918128654971,0.340409356725146,0.346608187134503,0.30165991902834,0.319005847953216,0.214678362573099,0.195029239766082,0.224502923976608,0.211345029239766,0.617111111111111,0.58,0.658,0.594278514409724,0.589333333333333,0.564,0.621,0.567543898698997,0.645777777777778,0.576,0.719,0.624010770294761,0.631555555555556,0.58,0.689,0.613892909982203,0.618666666666667,0.464,0.784,0.570157728537939,0.640666666666667,0.584,0.699,0.613148875110898
"41","disclosure_x_bias.arff.preproc.gz",345,317,0.521148036253776,0.478851963746224,"None",0.748655192804457,0.507571504154866,0.478716504310479,0.49173156899811,0.526567178114593,0.533039743549843,0.539032709844076,0.523180417665183,0.527043353770502,0.551221234905445,0.638550724637681,0.456195436507936,0.536767914003354,0.502571200729095,0.544347826086957,0.457073412698413,0.496308486417005,0.501054910002278,0.523478260869565,0.47656746031746,0.497581676012863,0.550782638414217,0.564057971014493,0.536299603174603,0.547229468565559,0.517379813169287,0.962898550724638,0.0323660714285714,0.0244453227937425,0.539914559125085,0.588985507246377,0.486473214285714,0.48447006144558
"42","disclosure_x_tampered.arff.preproc.gz",335,327,0.506042296072508,0.493957703927492,"None",0.714452341259396,0.525848615132637,0.55368225556433,0.570588080037094,0.535939574741891,0.538073177151882,0.547556666959141,0.53532216080255,0.540445438858179,0.515091136933242,0.621492537313433,0.406088578088578,0.499289599672582,0.485002278423331,0.513731343283582,0.455524475524476,0.481810922042125,0.496053770790613,0.528955223880597,0.462344988344988,0.493285364826152,0.535627705627706,0.665970149253731,0.402135198135198,0.515127223710284,0.504838231943495,0.974029850746269,0.0241025641025641,0.0472730453489736,0.503320802005012,0.422089552238806,0.586307692307692,0.320260559260149
"43","ecoli.arff.preproc.gz",193,143,0.574404761904762,0.425595238095238,"None",0.114346300533944,0.0608482074752097,0.0333989321128909,0.012506357103372,0.0237848970251716,0.0208115942028985,0.0220350877192982,0.0215118230358505,0.0220350877192982,0.969875222816399,0.967854251012146,0.972586206896552,0.970005287195327,0.966310160427808,0.964237516869096,0.969088669950739,0.966431335455399,0.96843137254902,0.959554655870445,0.980418719211823,0.96972476243558,0.853368983957219,0.745735492577598,0.998620689655172,0.861278779817205,0.948172905525847,0.956410256410256,0.937068965517241,0.946266921758889,0.963351158645276,0.960094466936572,0.967733990147783,0.963673868155096
"44","flags.arff.preproc.gz",125,69,0.644329896907217,0.355670103092784,"None",0.63111038961039,0.42575974025974,0.0945779220779221,0.222435070306038,0.55324025974026,0.517435064935065,0.512019480519481,0.512714285714286,0.509103896103896,0.642375168690958,0.9944,0.0045054945054945,0.0164392287627531,0.735641025641026,0.8488,0.531098901098901,0.665177758123313,0.678367071524966,0.7672,0.517582417582418,0.625604992824032,0.711376518218623,0.8712,0.421978021978022,0.598393689237946,0.670526315789474,0.7504,0.525604395604396,0.618528014619484,0.760796221322537,0.816,0.660989010989011,0.729394330287636
"45","hayes-roth.arff.preproc.gz",81,51,0.613636363636364,0.386363636363636,"None",0.519731707317073,0.161365853658536,0.382463414634146,0.38799709724238,0.437878048780488,0.564,0.628682926829269,0.399768292682927,0.413024390243902,0.822417582417582,0.975514705882353,0.578727272727273,0.744173345224771,0.778406593406593,0.854338235294118,0.657454545454545,0.744074143634703,0.677747252747253,0.773823529411765,0.525090909090909,0.629594521062146,0.613626373626374,0.629338235294118,0.588363636363636,0.602075914760288,0.782527472527473,0.848602941176471,0.677090909090909,0.751459127321605,0.767802197802198,0.869264705882353,0.606181818181818,0.715835299366688
"46","heart-statlog.arff.preproc.gz",150,120,0.555555555555556,0.444444444444444,"None",0.389166666666667,0.267916666666667,0.179583333333333,0.135555555555556,0.24,0.241875,0.241875,0.242291666666667,0.24,0.834074074074074,0.871333333333333,0.7875,0.826711763749389,0.83,0.871333333333333,0.778333333333333,0.82189463330783,0.81962962962963,0.838,0.796666666666667,0.815364339715143,0.841851851851852,0.864666666666667,0.813333333333333,0.836545278627661,0.775555555555556,0.808666666666667,0.734166666666667,0.768353817221571,0.79,0.8,0.7775,0.786321954691838
"47","hutsof99_logis.arff.preproc.gz",36,34,0.514285714285714,0.485714285714286,"None",0.50010582010582,0.366216931216931,0.231481481481481,0.199942014126225,0.333068783068783,0.353703703703703,0.338862433862434,0.352962962962963,0.341851851851852,0.74385347985348,0.795,0.689523809523809,0.729757008534475,0.710967032967033,0.723214285714286,0.698095238095238,0.698219398502001,0.725597069597069,0.742857142857143,0.706190476190476,0.713190730579528,0.734644688644689,0.755,0.713333333333333,0.723049205539172,0.633164835164835,0.61,0.656190476190476,0.611890597873718,0.669032967032967,0.674285714285714,0.664285714285714,0.651212481151584
"48","ilpd.arff.preproc.gz",416,167,0.713550600343053,0.286449399656947,"None",0.786380877567052,0.518551228818314,1,1,0.631598024913029,0.644629110088655,0.665588598361575,0.629808102345416,0.651206374144316,0.712719057681068,0.996649454962708,0.00536541889483066,0.0223418309124832,0.703821027339438,0.868278829604131,0.29427807486631,0.501550753701384,0.668148031590463,0.789417670682731,0.365971479500891,0.534285347629539,0.554338693321744,0.394460699942628,0.952638146167558,0.611589901743908,0.684417319805981,0.843009179575445,0.289590017825312,0.441744227806114,0.692902311338898,0.877925989672978,0.231836007130125,0.386905800219239
